GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Commons Collections,org.apache.commons.collections4.keyvalue,TiedMapEntry,3,91,3,11,1,20,3,11,0,7
Apache Commons Collections,org.apache.commons.collections4.keyvalue,AbstractMapEntry,0,56,0,12,0,12,0,10,0,4
Apache Commons Collections,org.apache.commons.collections4.keyvalue,UnmodifiableMapEntry,0,24,0,0,0,7,0,4,0,4
Apache Commons Collections,org.apache.commons.collections4.keyvalue,AbstractKeyValue,0,44,0,0,0,17,0,6,0,6
Apache Commons Collections,org.apache.commons.collections4.keyvalue,MultiKey,3,330,2,18,1,66,2,28,0,20
Apache Commons Collections,org.apache.commons.collections4.keyvalue,DefaultMapEntry,0,19,0,0,0,6,0,3,0,3
Apache Commons Collections,org.apache.commons.collections4.keyvalue,DefaultKeyValue,8,92,4,12,2,23,4,13,0,9
Apache Commons Collections,org.apache.commons.collections4.keyvalue,AbstractMapEntryDecorator,6,37,1,1,2,10,2,7,1,7
Apache Commons Collections,org.apache.commons.collections4.splitmap,TransformedSplitMap,14,96,1,3,5,21,3,10,2,9
Apache Commons Collections,org.apache.commons.collections4.splitmap,AbstractIterableGetMapDecorator,17,62,1,1,4,17,4,13,3,13
Apache Commons Collections,org.apache.commons.collections4.collection,AbstractCollectionDecorator,3,85,0,0,2,22,1,18,1,18
Apache Commons Collections,org.apache.commons.collections4.collection,TransformedCollection,0,98,1,5,0,19,1,9,0,7
Apache Commons Collections,org.apache.commons.collections4.collection,IndexedCollection,2,240,2,22,1,61,2,29,0,19
Apache Commons Collections,org.apache.commons.collections4.collection,UnmodifiableBoundedCollection,24,81,4,8,6,22,6,14,2,12
Apache Commons Collections,org.apache.commons.collections4.collection,PredicatedCollection,10,97,2,4,2,22,2,9,0,8
Apache Commons Collections,org.apache.commons.collections4.collection,CompositeCollection,29,335,0,40,8,80,4,44,4,24
Apache Commons Collections,org.apache.commons.collections4.collection,SynchronizedCollection,0,252,1,5,0,51,1,24,0,22
Apache Commons Collections,org.apache.commons.collections4.collection,IndexedCollection.IteratorDecorator,0,25,0,0,0,9,0,3,0,3
Apache Commons Collections,org.apache.commons.collections4.collection,PredicatedCollection.Builder,22,137,1,3,5,33,3,13,2,12
Apache Commons Collections,org.apache.commons.collections4.collection,UnmodifiableCollection,0,49,0,2,0,14,0,11,0,10
Apache Commons Collections,org.apache.commons.collections4.comparators,TransformingComparator,4,90,3,11,0,21,3,9,0,5
Apache Commons Collections,org.apache.commons.collections4.comparators,ReverseComparator,8,45,2,6,3,12,3,6,1,4
Apache Commons Collections,org.apache.commons.collections4.comparators,BooleanComparator,7,76,1,13,1,16,2,15,1,9
Apache Commons Collections,org.apache.commons.collections4.comparators,ComparableComparator,0,32,0,6,0,8,0,9,0,6
Apache Commons Collections,org.apache.commons.collections4.comparators,FixedOrderComparator.UnknownObjectBehavior,0,21,0,0,0,4,0,1,0,1
Apache Commons Collections,org.apache.commons.collections4.comparators,FixedOrderComparator,28,278,3,41,2,48,3,32,0,12
Apache Commons Collections,org.apache.commons.collections4.comparators,NullComparator,26,76,6,16,7,20,8,10,3,4
Apache Commons Collections,org.apache.commons.collections4.comparators,ComparatorChain,29,225,6,28,10,65,10,25,4,14
Apache Commons Collections,org.apache.commons.collections4.properties,OrderedPropertiesFactory,0,9,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.properties,OrderedProperties.new Iterator() {...},0,39,0,0,0,9,0,4,0,4
Apache Commons Collections,org.apache.commons.collections4.properties,AbstractPropertiesFactory,2,97,1,5,1,25,1,12,0,10
Apache Commons Collections,org.apache.commons.collections4.properties,PropertiesFactory,0,14,0,0,0,3,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.properties,OrderedProperties,12,303,11,19,2,73,11,26,0,22
Apache Commons Collections,org.apache.commons.collections4.properties,OrderedProperties.KeySet,5,27,1,1,2,5,2,5,1,5
Apache Commons Collections,org.apache.commons.collections4.properties,SortedPropertiesFactory,0,9,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.properties,OrderedProperties.Values,13,16,0,0,4,3,3,2,3,2
Apache Commons Collections,org.apache.commons.collections4.properties,SortedProperties,6,89,3,5,1,18,3,12,0,11
Apache Commons Collections,org.apache.commons.collections4.properties,PropertiesFactory.EmptyProperties,5,207,1,3,3,59,4,35,3,34
Apache Commons Collections,org.apache.commons.collections4.properties,OrderedProperties.Values.new Iterator() {...},0,25,0,0,0,5,0,4,0,4
Apache Commons Collections,org.apache.commons.collections4.properties,AbstractPropertiesFactory.PropertyFormat,0,26,0,2,0,4,0,3,0,2
Apache Commons Collections,org.apache.commons.collections4.sequence,KeepCommand,0,9,0,0,0,4,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.sequence,DeleteCommand,0,9,0,0,0,4,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.sequence,SequencesComparator,5,558,3,79,1,76,3,44,0,6
Apache Commons Collections,org.apache.commons.collections4.sequence,SequencesComparator.Snake,0,21,0,0,0,8,0,4,0,4
Apache Commons Collections,org.apache.commons.collections4.sequence,ReplacementsFinder,65,0,4,0,17,0,6,0,4,0
Apache Commons Collections,org.apache.commons.collections4.sequence,EditCommand,0,9,0,0,0,4,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.sequence,InsertCommand,0,9,0,0,0,4,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.sequence,EditScript,3,69,0,2,1,19,1,7,1,6
Apache Commons Collections,org.apache.commons.collections4.trie.analyzer,StringKeyAnalyzer,19,175,13,27,4,34,12,16,1,7
Apache Commons Collections,org.apache.commons.collections4.bag,AbstractMapBag,9,681,4,82,2,161,4,67,0,28
Apache Commons Collections,org.apache.commons.collections4.bag,PredicatedBag,0,55,0,4,0,11,0,11,0,9
Apache Commons Collections,org.apache.commons.collections4.bag,SynchronizedBag,5,98,0,2,2,19,1,10,1,9
Apache Commons Collections,org.apache.commons.collections4.bag,AbstractMapBag.BagIterator,4,112,1,13,1,26,1,10,0,4
Apache Commons Collections,org.apache.commons.collections4.bag,PredicatedSortedBag,0,27,0,0,0,7,0,6,0,6
Apache Commons Collections,org.apache.commons.collections4.bag,AbstractSortedBagDecorator,7,16,0,0,3,5,2,4,2,4
Apache Commons Collections,org.apache.commons.collections4.bag,UnmodifiableSortedBag,12,65,0,2,3,20,3,13,3,12
Apache Commons Collections,org.apache.commons.collections4.bag,SynchronizedBag.SynchronizedBagSet,0,8,0,0,0,3,0,1,0,1
Apache Commons Collections,org.apache.commons.collections4.bag,AbstractBagDecorator,9,39,0,4,3,8,2,9,2,7
Apache Commons Collections,org.apache.commons.collections4.bag,SynchronizedSortedBag,42,9,0,0,9,3,5,2,5,2
Apache Commons Collections,org.apache.commons.collections4.bag,TransformedSortedBag,4,62,1,3,1,13,2,7,1,6
Apache Commons Collections,org.apache.commons.collections4.bag,TransformedBag,0,98,1,7,0,18,1,13,0,10
Apache Commons Collections,org.apache.commons.collections4.bag,AbstractMapBag.MutableInteger,18,6,4,0,4,3,4,1,2,1
Apache Commons Collections,org.apache.commons.collections4.bag,TreeBag,7,89,0,4,2,23,1,12,1,10
Apache Commons Collections,org.apache.commons.collections4.bag,CollectionBag,11,127,3,17,2,35,3,18,0,11
Apache Commons Collections,org.apache.commons.collections4.bag,CollectionSortedBag,11,127,3,17,2,35,3,18,0,11
Apache Commons Collections,org.apache.commons.collections4.bag,UnmodifiableBag,12,65,0,2,3,20,3,13,3,12
Apache Commons Collections,org.apache.commons.collections4.bag,HashBag,0,35,0,0,0,13,0,5,0,5
Apache Commons Collections,org.apache.commons.collections4.demo,DemoApp,84,0,0,0,18,0,4,0,4,0
Apache Commons Collections,org.apache.commons.collections4.demo,DemoApp.PollHandler,26,0,2,0,5,0,3,0,2,0
Apache Commons Collections,org.apache.commons.collections4.demo,DemoApp.OfferHandler,31,0,6,0,8,0,5,0,2,0
Apache Commons Collections,org.apache.commons.collections4.demo,DemoApp.IndexHandler,27,0,0,0,8,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.demo,DemoApp.StatusHandler,70,0,4,0,15,0,4,0,2,0
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.RangeEntryMap,111,66,25,9,21,16,16,11,3,7
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.PrefixRangeEntrySet,0,78,0,6,0,14,0,6,0,3
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.KeySet.KeyIterator,0,12,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.KeySet,0,41,0,2,0,9,0,7,0,6
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.TrieEntry,38,212,8,18,6,34,8,10,0,5
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.RangeEntrySet.EntryIterator,4,44,2,8,1,7,2,6,0,3
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.RangeEntrySet,89,85,21,7,20,20,14,6,3,3
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.AbstractRangeMap,145,138,27,23,18,28,20,19,4,10
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.EntrySet,2,60,1,9,1,13,1,10,0,6
Apache Commons Collections,org.apache.commons.collections4.trie,KeyAnalyzer,25,22,10,4,4,7,9,4,2,4
Apache Commons Collections,org.apache.commons.collections4.trie,UnmodifiableTrie,46,98,0,2,9,25,8,20,8,19
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.Values.ValueIterator,0,12,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.trie,PatriciaTrie,5,4,0,0,2,2,1,1,1,1
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.EntrySet.EntryIterator,0,11,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.PrefixRangeEntrySet.SingletonIterator,26,28,3,3,6,7,3,4,1,3
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractBitwiseTrie.BasicEntry,23,73,2,10,5,21,4,11,2,7
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.TrieMapIterator,4,95,1,11,1,24,1,14,0,9
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.Reference,7,0,0,0,3,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.AbstractTrieIterator,4,101,1,9,1,25,1,10,0,6
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.PrefixRangeEntrySet.EntryIterator,0,89,1,9,0,22,1,8,0,4
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie,652,1298,145,201,143,297,98,126,6,45
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.PrefixRangeMap,50,256,4,36,8,53,12,23,8,7
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.Values,0,45,0,4,0,13,0,8,0,6
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractBitwiseTrie,12,106,4,10,3,23,4,13,1,9
Apache Commons Collections,org.apache.commons.collections4.list,AbstractLinkedListJava21.LinkedListIterator,4,207,1,13,1,49,1,18,0,12
Apache Commons Collections,org.apache.commons.collections4.list,AbstractLinkedListJava21.LinkedSubListIterator,24,45,2,2,5,9,3,5,2,4
Apache Commons Collections,org.apache.commons.collections4.list,NodeCachingLinkedList,10,150,0,12,4,51,2,18,2,12
Apache Commons Collections,org.apache.commons.collections4.list,TreeList,0,264,1,17,0,55,1,25,0,17
Apache Commons Collections,org.apache.commons.collections4.list,SetUniqueList.SetListIterator,0,26,0,0,0,9,0,3,0,3
Apache Commons Collections,org.apache.commons.collections4.list,PredicatedList.PredicatedListIterator,0,25,0,0,0,9,0,3,0,3
Apache Commons Collections,org.apache.commons.collections4.list,AbstractSerializableListDecorator,0,19,0,0,0,8,0,3,0,3
Apache Commons Collections,org.apache.commons.collections4.list,TransformedList,0,146,1,7,0,28,1,19,0,16
Apache Commons Collections,org.apache.commons.collections4.list,FixedSizeList,0,94,0,0,0,25,0,23,0,23
Apache Commons Collections,org.apache.commons.collections4.list,FixedSizeList.FixedSizeListIterator,4,7,0,0,2,3,2,1,2,1
Apache Commons Collections,org.apache.commons.collections4.list,AbstractLinkedList,34,773,8,84,9,191,10,85,2,47
Apache Commons Collections,org.apache.commons.collections4.list,CursorableLinkedList.SubCursor,24,46,2,2,5,9,3,5,2,4
Apache Commons Collections,org.apache.commons.collections4.list,AbstractLinkedList.LinkedListIterator,0,211,0,14,0,50,0,19,0,12
Apache Commons Collections,org.apache.commons.collections4.list,TransformedList.TransformedListIterator,0,25,0,0,0,8,0,3,0,3
Apache Commons Collections,org.apache.commons.collections4.list,AbstractLinkedListJava21.LinkedSubList,175,136,8,8,26,37,13,9,6,8
Apache Commons Collections,org.apache.commons.collections4.list,UnmodifiableList,0,85,0,2,0,21,0,18,0,17
Apache Commons Collections,org.apache.commons.collections4.list,AbstractListDecorator,3,77,0,4,2,16,1,16,1,14
Apache Commons Collections,org.apache.commons.collections4.list,GrowthList,0,100,1,9,0,22,1,11,0,7
Apache Commons Collections,org.apache.commons.collections4.list,AbstractLinkedListJava21,64,740,12,80,18,182,13,82,3,46
Apache Commons Collections,org.apache.commons.collections4.list,CursorableLinkedList.Cursor,11,165,3,23,2,48,3,19,0,9
Apache Commons Collections,org.apache.commons.collections4.list,AbstractLinkedList.Node,26,22,0,0,11,10,5,4,5,4
Apache Commons Collections,org.apache.commons.collections4.list,CursorableLinkedList,19,213,7,17,7,73,8,25,1,20
Apache Commons Collections,org.apache.commons.collections4.list,SetUniqueList,20,375,2,34,2,80,2,38,0,22
Apache Commons Collections,org.apache.commons.collections4.list,AbstractLinkedList.LinkedSubList,175,136,8,8,26,37,13,9,6,8
Apache Commons Collections,org.apache.commons.collections4.list,AbstractLinkedListJava21.Node,26,22,0,0,11,10,5,4,5,4
Apache Commons Collections,org.apache.commons.collections4.list,SetUniqueList.SetListListIterator,0,52,0,2,0,16,0,7,0,6
Apache Commons Collections,org.apache.commons.collections4.list,AbstractLinkedList.LinkedSubListIterator,69,0,4,0,14,0,8,0,6,0
Apache Commons Collections,org.apache.commons.collections4.list,PredicatedList,0,114,0,6,0,23,0,18,0,15
Apache Commons Collections,org.apache.commons.collections4.list,TreeList.AVLNode,72,1022,17,127,19,242,15,91,1,32
Apache Commons Collections,org.apache.commons.collections4.list,LazyList,10,129,2,12,2,31,2,12,0,7
Apache Commons Collections,org.apache.commons.collections4.list,TreeList.TreeListIterator,8,249,2,20,2,56,2,20,0,11
Apache Commons Collections,org.apache.commons.collections4.functors,ComparatorPredicate,15,82,1,15,1,22,1,13,0,4
Apache Commons Collections,org.apache.commons.collections4.functors,MapTransformer,3,20,0,2,1,7,1,4,1,3
Apache Commons Collections,org.apache.commons.collections4.functors,ExceptionPredicate,0,14,0,0,0,4,0,4,0,4
Apache Commons Collections,org.apache.commons.collections4.functors,PrototypeFactory.PrototypeSerializationFactory,2,53,0,2,2,17,0,3,0,2
Apache Commons Collections,org.apache.commons.collections4.functors,InstantiateTransformer,32,86,10,14,8,19,10,8,0,6
